Date,Close
04/01/2021 16:00:00,125.87
05/01/2021 16:00:00,125.65
06/01/2021 16:00:00,131.55
07/01/2021 16:00:00,135.87
08/01/2021 16:00:00,136.02
11/01/2021 16:00:00,138.05
12/01/2021 16:00:00,140.22
13/01/2021 16:00:00,140.35
14/01/2021 16:00:00,141.17
15/01/2021 16:00:00,138.64
19/01/2021 16:00:00,138.04
20/01/2021 16:00:00,135.97
21/01/2021 16:00:00,134.83
22/01/2021 16:00:00,133.79
25/01/2021 16:00:00,132.12
26/01/2021 16:00:00,131.58
27/01/2021 16:00:00,127.86
28/01/2021 16:00:00,130.11
29/01/2021 16:00:00,128.67
01/02/2021 16:00:00,129.62
02/02/2021 16:00:00,133.61
03/02/2021 16:00:00,135.14
04/02/2021 16:00:00,138.25
05/02/2021 16:00:00,137.98
08/02/2021 16:00:00,140.14
09/02/2021 16:00:00,139.58
10/02/2021 16:00:00,139.66
11/02/2021 16:00:00,139.27
12/02/2021 16:00:00,141.25
16/02/2021 16:00:00,144.65
17/02/2021 16:00:00,145.1
18/02/2021 16:00:00,145.59
19/02/2021 16:00:00,148.02
22/02/2021 16:00:00,149.41
23/02/2021 16:00:00,150.61
24/02/2021 16:00:00,153.26
25/02/2021 16:00:00,151.18
26/02/2021 16:00:00,147.17
01/03/2021 16:00:00,150.5
02/03/2021 16:00:00,150.01
03/03/2021 16:00:00,152.91
04/03/2021 16:00:00,150.56
05/03/2021 16:00:00,150.91
08/03/2021 16:00:00,152.91
09/03/2021 16:00:00,151.83
10/03/2021 16:00:00,155.13
11/03/2021 16:00:00,154.32
12/03/2021 16:00:00,156.15
15/03/2021 16:00:00,155.37
16/03/2021 16:00:00,153.51
17/03/2021 16:00:00,155.09
18/03/2021 16:00:00,157.65
19/03/2021 16:00:00,155.14
22/03/2021 16:00:00,150.97
23/03/2021 16:00:00,149.46
24/03/2021 16:00:00,150.62
25/03/2021 16:00:00,152.55
26/03/2021 16:00:00,155.09
29/03/2021 16:00:00,152.68
30/03/2021 16:00:00,154.48
31/03/2021 16:00:00,152.23
01/04/2021 16:00:00,153.71
05/04/2021 16:00:00,153.62
06/04/2021 16:00:00,152.54
07/04/2021 16:00:00,154.93
08/04/2021 16:00:00,155.12
09/04/2021 16:00:00,156.28
12/04/2021 16:00:00,155.95
13/04/2021 16:00:00,154.09
14/04/2021 16:00:00,151.21
15/04/2021 16:00:00,152.17
16/04/2021 16:00:00,153.3
19/04/2021 16:00:00,152.65
20/04/2021 16:00:00,149.27
21/04/2021 16:00:00,150.54
22/04/2021 16:00:00,147.37
23/04/2021 16:00:00,150.19
26/04/2021 16:00:00,150.56
27/04/2021 16:00:00,151.25
28/04/2021 16:00:00,152.23
29/04/2021 16:00:00,155.19
30/04/2021 16:00:00,153.81
03/05/2021 16:00:00,153.36
04/05/2021 16:00:00,155.48
05/05/2021 16:00:00,157.52
06/05/2021 16:00:00,160.69
07/05/2021 16:00:00,161.24
10/05/2021 16:00:00,161.22
11/05/2021 16:00:00,158.54
12/05/2021 16:00:00,157.45
13/05/2021 16:00:00,161.5
14/05/2021 16:00:00,164.01
17/05/2021 16:00:00,164.67
18/05/2021 16:00:00,162.35
19/05/2021 16:00:00,161.11
20/05/2021 16:00:00,160.83
21/05/2021 16:00:00,162.66
24/05/2021 16:00:00,163.54
25/05/2021 16:00:00,161.85
26/05/2021 16:00:00,161.83
27/05/2021 16:00:00,164.35
28/05/2021 16:00:00,164.24
01/06/2021 16:00:00,166.05
02/06/2021 16:00:00,166.06
03/06/2021 16:00:00,166.17
04/06/2021 16:00:00,166.44
07/06/2021 16:00:00,165.66
08/06/2021 16:00:00,165
09/06/2021 16:00:00,162.94
10/06/2021 16:00:00,160.4
11/06/2021 16:00:00,160.29
14/06/2021 16:00:00,157.57
15/06/2021 16:00:00,155.18
16/06/2021 16:00:00,156.27
17/06/2021 16:00:00,151.76
18/06/2021 16:00:00,147.92
21/06/2021 16:00:00,150.43
22/06/2021 16:00:00,150.21
23/06/2021 16:00:00,151.12
24/06/2021 16:00:00,152.51
25/06/2021 16:00:00,154.05
28/06/2021 16:00:00,154.33
29/06/2021 16:00:00,154.14
30/06/2021 16:00:00,155.54
01/07/2021 16:00:00,157.08
02/07/2021 16:00:00,156.03
06/07/2021 16:00:00,153.41
07/07/2021 16:00:00,153.59
08/07/2021 16:00:00,150.94
09/07/2021 16:00:00,155.77
12/07/2021 16:00:00,158
13/07/2021 16:00:00,155.65
14/07/2021 16:00:00,155.12
15/07/2021 16:00:00,155.46
16/07/2021 16:00:00,151.91
19/07/2021 16:00:00,146.97
20/07/2021 16:00:00,149.71
21/07/2021 16:00:00,152.86
22/07/2021 16:00:00,150.93
23/07/2021 16:00:00,150.64
26/07/2021 16:00:00,151.65
27/07/2021 16:00:00,151.45
28/07/2021 16:00:00,151.7
29/07/2021 16:00:00,153
30/07/2021 16:00:00,151.78
02/08/2021 16:00:00,151.17
03/08/2021 16:00:00,152.89
04/08/2021 16:00:00,151.24
05/08/2021 16:00:00,153.15
06/08/2021 16:00:00,157.5
09/08/2021 16:00:00,157.33
10/08/2021 16:00:00,159.26
11/08/2021 16:00:00,161.16
