Date,Close
15/04/2021 16:00:00,738.85
16/04/2021 16:00:00,739.78
19/04/2021 16:00:00,714.63
20/04/2021 16:00:00,718.99
21/04/2021 16:00:00,744.12
22/04/2021 16:00:00,719.69
23/04/2021 16:00:00,729.4
26/04/2021 16:00:00,738.2
27/04/2021 16:00:00,704.74
28/04/2021 16:00:00,694.4
29/04/2021 16:00:00,677
30/04/2021 16:00:00,709.44
03/05/2021 16:00:00,684.9
04/05/2021 16:00:00,673.6
05/05/2021 16:00:00,670.94
06/05/2021 16:00:00,663.54
07/05/2021 16:00:00,672.37
10/05/2021 16:00:00,629.04
11/05/2021 16:00:00,617.2
12/05/2021 16:00:00,589.89
13/05/2021 16:00:00,571.69
14/05/2021 16:00:00,589.74
17/05/2021 16:00:00,576.83
18/05/2021 16:00:00,577.87
19/05/2021 16:00:00,563.46
20/05/2021 16:00:00,586.78
21/05/2021 16:00:00,580.88
24/05/2021 16:00:00,606.44
25/05/2021 16:00:00,604.69
26/05/2021 16:00:00,619.13
27/05/2021 16:00:00,630.85
28/05/2021 16:00:00,625.22
01/06/2021 16:00:00,623.9
02/06/2021 16:00:00,605.12
03/06/2021 16:00:00,572.84
04/06/2021 16:00:00,599.05
07/06/2021 16:00:00,605.13
08/06/2021 16:00:00,603.59
09/06/2021 16:00:00,598.78
10/06/2021 16:00:00,610.12
11/06/2021 16:00:00,609.89
14/06/2021 16:00:00,617.69
15/06/2021 16:00:00,599.36
16/06/2021 16:00:00,604.87
17/06/2021 16:00:00,616.6
18/06/2021 16:00:00,623.31
21/06/2021 16:00:00,620.83
22/06/2021 16:00:00,623.71
23/06/2021 16:00:00,656.57
24/06/2021 16:00:00,679.82
25/06/2021 16:00:00,671.87
28/06/2021 16:00:00,688.72
29/06/2021 16:00:00,680.76
30/06/2021 16:00:00,679.7
01/07/2021 16:00:00,677.92
02/07/2021 16:00:00,678.9
06/07/2021 16:00:00,659.58
07/07/2021 16:00:00,644.65
08/07/2021 16:00:00,652.81
09/07/2021 16:00:00,656.95
12/07/2021 16:00:00,685.7
13/07/2021 16:00:00,668.54
14/07/2021 16:00:00,653.38
15/07/2021 16:00:00,650.6
16/07/2021 16:00:00,644.22
19/07/2021 16:00:00,646.22
20/07/2021 16:00:00,660.5
21/07/2021 16:00:00,655.29
22/07/2021 16:00:00,649.26
23/07/2021 16:00:00,643.38
26/07/2021 16:00:00,657.62
27/07/2021 16:00:00,644.78
28/07/2021 16:00:00,646.98
29/07/2021 16:00:00,677.35
30/07/2021 16:00:00,687.2
02/08/2021 16:00:00,709.67
03/08/2021 16:00:00,709.74
04/08/2021 16:00:00,710.92
05/08/2021 16:00:00,714.63
06/08/2021 16:00:00,699.1
09/08/2021 16:00:00,713.76
10/08/2021 16:00:00,709.99
11/08/2021 16:00:00,707.82
12/08/2021 16:00:00,722.25
13/08/2021 16:00:00,717.17
16/08/2021 16:00:00,686.17
17/08/2021 16:00:00,665.71
18/08/2021 16:00:00,688.99
19/08/2021 16:00:00,673.47
20/08/2021 16:00:00,680.26
23/08/2021 16:00:00,706.3
24/08/2021 16:00:00,708.49
25/08/2021 16:00:00,711.2
26/08/2021 16:00:00,701.16
27/08/2021 16:00:00,711.92
30/08/2021 16:00:00,730.91
31/08/2021 16:00:00,735.72
01/09/2021 16:00:00,734.09
02/09/2021 16:00:00,732.39
03/09/2021 16:00:00,733.57
07/09/2021 16:00:00,752.92
08/09/2021 16:00:00,753.87
09/09/2021 16:00:00,754.86
10/09/2021 16:00:00,736.27
13/09/2021 16:00:00,743
14/09/2021 16:00:00,744.49
15/09/2021 16:00:00,755.83
16/09/2021 16:00:00,756.99
17/09/2021 16:00:00,759.49
20/09/2021 16:00:00,730.17
21/09/2021 16:00:00,739.38
22/09/2021 16:00:00,751.94
23/09/2021 16:00:00,753.64
24/09/2021 16:00:00,774.39
27/09/2021 16:00:00,791.36
28/09/2021 16:00:00,777.56
29/09/2021 16:00:00,781.31
30/09/2021 16:00:00,775.48
01/10/2021 16:00:00,775.22
04/10/2021 16:00:00,781.53
05/10/2021 16:00:00,780.59
06/10/2021 16:00:00,782.75
07/10/2021 16:00:00,793.61
08/10/2021 16:00:00,785.49
11/10/2021 16:00:00,791.94
12/10/2021 16:00:00,805.72
13/10/2021 16:00:00,811.08
14/10/2021 16:00:00,818.32
15/10/2021 16:00:00,843.03
18/10/2021 16:00:00,870.11
19/10/2021 16:00:00,864.27
20/10/2021 16:00:00,865.8
21/10/2021 16:00:00,894
22/10/2021 16:00:00,909.68
25/10/2021 16:00:00,1024.86
26/10/2021 16:00:00,1018.43
27/10/2021 16:00:00,1037.86
28/10/2021 16:00:00,1077.04
29/10/2021 16:00:00,1114
01/11/2021 16:00:00,1208.59
02/11/2021 16:00:00,1172
03/11/2021 16:00:00,1213.86
04/11/2021 16:00:00,1229.91
05/11/2021 16:00:00,1222.09
08/11/2021 16:00:00,1162.94
09/11/2021 16:00:00,1023.5
10/11/2021 16:00:00,1067.95
11/11/2021 16:00:00,1063.51
12/11/2021 16:00:00,1033.42
15/11/2021 16:00:00,1013.39
16/11/2021 16:00:00,1054.73
17/11/2021 16:00:00,1089.01
18/11/2021 16:00:00,1096.38
19/11/2021 16:00:00,1137.06
22/11/2021 16:00:00,1156.87
23/11/2021 16:00:00,1109.03
24/11/2021 16:00:00,1116
26/11/2021 13:00:00,1081.92
29/11/2021 16:00:00,1136.99
30/11/2021 16:00:00,1144.76
01/12/2021 16:00:00,1095
02/12/2021 16:00:00,1084.6
03/12/2021 16:00:00,1014.97
06/12/2021 16:00:00,1009.01
07/12/2021 16:00:00,1051.75
08/12/2021 16:00:00,1068.96
09/12/2021 16:00:00,1003.8
10/12/2021 16:00:00,1017.03
13/12/2021 16:00:00,966.41
14/12/2021 16:00:00,958.51
15/12/2021 16:00:00,975.99
16/12/2021 16:00:00,926.92
17/12/2021 16:00:00,932.57
20/12/2021 16:00:00,899.94
21/12/2021 16:00:00,938.53
22/12/2021 16:00:00,1008.87
23/12/2021 16:00:00,1067
27/12/2021 16:00:00,1093.94
28/12/2021 16:00:00,1088.47
29/12/2021 16:00:00,1086.19
30/12/2021 16:00:00,1070.34
