Date,Close
04/01/2021 16:00:00,217.69
05/01/2021 16:00:00,217.9
06/01/2021 16:00:00,212.25
07/01/2021 16:00:00,218.29
08/01/2021 16:00:00,219.62
11/01/2021 16:00:00,217.49
12/01/2021 16:00:00,214.93
13/01/2021 16:00:00,216.34
14/01/2021 16:00:00,213.02
15/01/2021 16:00:00,212.65
19/01/2021 16:00:00,216.44
20/01/2021 16:00:00,224.34
21/01/2021 16:00:00,224.97
22/01/2021 16:00:00,225.95
25/01/2021 16:00:00,229.53
26/01/2021 16:00:00,232.33
27/01/2021 16:00:00,232.9
28/01/2021 16:00:00,238.93
29/01/2021 16:00:00,231.96
01/02/2021 16:00:00,239.65
02/02/2021 16:00:00,239.51
03/02/2021 16:00:00,243
04/02/2021 16:00:00,242.01
05/02/2021 16:00:00,242.2
08/02/2021 16:00:00,242.47
09/02/2021 16:00:00,243.77
10/02/2021 16:00:00,242.82
11/02/2021 16:00:00,244.49
12/02/2021 16:00:00,244.99
16/02/2021 16:00:00,243.7
17/02/2021 16:00:00,244.2
18/02/2021 16:00:00,243.79
19/02/2021 16:00:00,240.97
22/02/2021 16:00:00,234.51
23/02/2021 16:00:00,233.27
24/02/2021 16:00:00,234.55
25/02/2021 16:00:00,228.99
26/02/2021 16:00:00,232.38
01/03/2021 16:00:00,236.94
02/03/2021 16:00:00,233.87
03/03/2021 16:00:00,227.56
04/03/2021 16:00:00,226.73
05/03/2021 16:00:00,231.6
08/03/2021 16:00:00,227.39
09/03/2021 16:00:00,233.78
10/03/2021 16:00:00,232.42
11/03/2021 16:00:00,237.13
12/03/2021 16:00:00,235.75
15/03/2021 16:00:00,234.81
16/03/2021 16:00:00,237.71
17/03/2021 16:00:00,237.04
18/03/2021 16:00:00,230.72
19/03/2021 16:00:00,230.35
22/03/2021 16:00:00,235.99
23/03/2021 16:00:00,237.58
24/03/2021 16:00:00,235.46
25/03/2021 16:00:00,232.34
26/03/2021 16:00:00,236.48
29/03/2021 16:00:00,235.24
30/03/2021 16:00:00,231.85
31/03/2021 16:00:00,235.77
01/04/2021 16:00:00,242.35
05/04/2021 16:00:00,249.07
06/04/2021 16:00:00,247.86
07/04/2021 16:00:00,249.9
08/04/2021 16:00:00,253.25
09/04/2021 16:00:00,255.85
12/04/2021 16:00:00,255.91
13/04/2021 16:00:00,258.49
14/04/2021 16:00:00,255.59
15/04/2021 16:00:00,259.5
16/04/2021 16:00:00,260.74
19/04/2021 16:00:00,258.74
20/04/2021 16:00:00,258.26
21/04/2021 16:00:00,260.58
22/04/2021 16:00:00,257.17
23/04/2021 16:00:00,261.15
26/04/2021 16:00:00,261.55
27/04/2021 16:00:00,261.97
28/04/2021 16:00:00,254.56
29/04/2021 16:00:00,252.51
30/04/2021 16:00:00,252.18
03/05/2021 16:00:00,251.86
04/05/2021 16:00:00,247.79
05/05/2021 16:00:00,246.47
06/05/2021 16:00:00,249.73
07/05/2021 16:00:00,252.46
10/05/2021 16:00:00,247.18
11/05/2021 16:00:00,246.23
12/05/2021 16:00:00,239
13/05/2021 16:00:00,243.03
14/05/2021 16:00:00,248.15
17/05/2021 16:00:00,245.18
18/05/2021 16:00:00,243.08
19/05/2021 16:00:00,243.12
20/05/2021 16:00:00,246.48
21/05/2021 16:00:00,245.17
24/05/2021 16:00:00,250.78
25/05/2021 16:00:00,251.72
26/05/2021 16:00:00,251.49
27/05/2021 16:00:00,249.31
28/05/2021 16:00:00,249.68
01/06/2021 16:00:00,247.4
02/06/2021 16:00:00,247.3
03/06/2021 16:00:00,245.71
04/06/2021 16:00:00,250.79
07/06/2021 16:00:00,253.81
08/06/2021 16:00:00,252.57
09/06/2021 16:00:00,253.59
10/06/2021 16:00:00,257.24
11/06/2021 16:00:00,257.89
14/06/2021 16:00:00,259.89
15/06/2021 16:00:00,258.36
16/06/2021 16:00:00,257.38
17/06/2021 16:00:00,260.9
18/06/2021 16:00:00,259.43
21/06/2021 16:00:00,262.63
22/06/2021 16:00:00,265.51
23/06/2021 16:00:00,265.27
24/06/2021 16:00:00,266.69
25/06/2021 16:00:00,265.02
28/06/2021 16:00:00,268.72
29/06/2021 16:00:00,271.4
30/06/2021 16:00:00,270.9
01/07/2021 16:00:00,271.6
02/07/2021 16:00:00,277.65
06/07/2021 16:00:00,277.66
07/07/2021 16:00:00,279.93
08/07/2021 16:00:00,277.42
09/07/2021 16:00:00,277.94
12/07/2021 16:00:00,277.32
13/07/2021 16:00:00,280.98
14/07/2021 16:00:00,282.51
15/07/2021 16:00:00,281.03
16/07/2021 16:00:00,280.75
19/07/2021 16:00:00,277.01
20/07/2021 16:00:00,279.32
21/07/2021 16:00:00,281.4
22/07/2021 16:00:00,286.14
23/07/2021 16:00:00,289.67
26/07/2021 16:00:00,289.05
27/07/2021 16:00:00,286.54
28/07/2021 16:00:00,286.22
29/07/2021 16:00:00,286.5
30/07/2021 16:00:00,284.91
02/08/2021 16:00:00,284.82
03/08/2021 16:00:00,287.12
04/08/2021 16:00:00,286.51
05/08/2021 16:00:00,289.52
